,x,y,z,label
34,-0.36713447541368205,0.3885215909738632,0.6456067513706738,1
35,-0.018938816579849607,-0.34352795623745236,-0.47491006648996714,0
36,0.27867963313027294,-0.3483830410562295,-0.8232468172210934,0
37,-0.3349079009389831,0.5974591683296036,0.5136372479967429,1
38,-0.8355471820848059,0.17573527139319425,0.6334289681699256,1
39,0.12600891317299281,0.09990744854108066,-0.5721708441849039,0
40,0.3125512175443048,-0.4594433541459205,-0.7297588092207339,0
41,0.035797924479870964,0.47102796075021364,0.47289770463054226,1
42,0.5458459679844138,0.13510432924522092,-0.7129406330408975,0
43,0.7047803489820622,-0.21964353798729946,-0.5080192275799598,0
44,-0.20526531239481044,-0.2056867665339024,-0.6749005499767957,0
45,0.3754306511784878,0.04270714028225649,-0.6086112505064402,0
46,-0.13964743132369306,0.4233163322390278,0.714422021495269,1
47,0.4574049971248737,-0.6250087919165878,-0.7440703116613063,0
48,-0.22927393567645935,-0.2850707692776919,-0.5797920557131012,0
49,-0.5255911772545996,0.36610714050752113,0.41929175072267777,1
50,0.10257724144888311,0.40450432110438217,0.5820613606192356,1
51,-0.8631350628550197,0.13504940240349314,0.527552869890679,1
52,0.454538043823202,-0.0210866559341871,-0.5228395815090793,0
53,0.6032726456889271,-0.3992521366574464,-0.5172980335923254,0
54,-0.8514926430011647,0.8430489266784428,1.0,1
55,0.32846145886508965,-0.1220056641629429,-0.4977339844028189,0
56,-0.3965162029348629,0.5094757513520547,0.6100350378650647,1
57,0.8050653936997543,-0.45415655424103596,-0.8850712247990612,0
58,0.10338326344237449,0.900183823166706,0.5879936145263578,1
59,-0.23470315618807036,0.5604718846159724,0.6682172475468641,1
60,0.9999999999999999,-0.6172830879218049,-0.7343834373660717,0
61,-0.39713425488984244,0.06073598263942062,0.5522597616007089,1
62,0.20475002990234045,0.4498838919950013,0.5317222466434272,1
63,0.526570419033699,-0.21371131337890514,-0.7565778975285472,0
64,0.1182308014536774,-0.48745055409181026,-0.8786568117410007,0
65,-0.08593163605947957,0.436587505524831,0.7156476339550267,1
66,-0.2412498564798137,0.8266318927265468,0.42238865489289895,1
67,-0.4850229548979151,0.3444546882543717,0.7087587470286816,1
68,0.4473559736295108,-0.05545950896252187,-0.8231542517801066,0
69,-0.2816652674170539,0.6428367620742653,0.7699902443897012,1
70,-0.4299241401145621,0.3551901207789125,0.6978180810467984,1
71,-0.5062551809301297,0.3683419935584873,0.6654182684954864,1
72,-0.22607812052599147,0.669273867790753,0.6541405521371387,1
73,0.48921089109369365,-0.2890933366528607,-0.7143141333752225,0
74,0.0024270120533044816,0.1772549308788722,0.5513184807797473,1
75,0.2997207863475538,-0.014765499675537044,-0.6815175698935889,0
76,0.029733268584592805,-0.3157082798376796,-0.3220443542744783,0
77,-0.1567944912363751,-0.30083221336130966,-0.7349088468458883,0
78,0.008108356622441183,0.001649144072487202,-0.7507924328373752,0
79,0.4860462157423321,0.3709202009891779,0.30419260419913874,1
80,-0.2916813074426368,0.6623610470497009,0.792838143342372,1
81,0.17166050366698002,-0.22245083925717013,-0.7226451857925259,0
82,0.2621555331108916,-0.6319952764596203,-0.768762995638934,0
83,0.34245495103164014,0.7175914542082193,0.5118379349953427,1
84,-0.2958053909459009,0.17620241292880207,0.5586411553901889,1
85,0.44916966690940335,-0.12372855895595641,-0.6931313138029067,0
86,0.18534863949664115,-0.2806699208772464,-0.5911987810517066,0
87,-0.061045760943677224,0.21427381052966152,0.6929664166403199,1
88,0.2648941525722131,0.7876243064002937,0.6651915718888203,1
89,-0.40329728317747243,0.35571134550595,0.434972684679395,1
90,-0.21158548642358607,0.5332342502331759,0.5342955432620863,1
91,-0.47875454645147136,0.2095492300250551,0.6775844009394598,1
92,-0.3525043762778155,0.44360302209388164,0.8077510796225095,1
93,0.2683101448909337,-0.38241949433415773,-0.5927286476175793,0
94,-0.3887990457220152,0.23333433147738875,0.6603418613378617,1
95,0.4817007736852778,-0.3954506669171123,-0.7805096045553356,0
96,0.013286937041112293,0.6934236192504285,0.6152836293629602,1
97,-0.02017255631007281,-0.3611704573999543,-0.7600162321901204,0
98,0.70766531482007,-0.057768323427654616,-0.5053095487735925,0
99,0.5779365122386311,-0.44825766987275717,-0.8285560288508202,0
100,-0.5702574364858136,0.2157567713359548,0.3947546485647518,1
101,-0.024321677399433316,0.2656114452473255,0.48191563202269616,1
102,-0.5826319010952369,0.22176467405325317,0.40406834006579107,1
103,-0.5716091570259874,0.7519489434177654,0.737825536489049,1
104,-0.6882366191579856,0.5807499417789529,0.5560504661069742,1
105,0.5000306230793412,-0.2719578290908174,-0.5967139854971827,0
106,0.32094966280385206,-0.3998744356311951,-0.5675944009441636,0
107,0.12974694318214122,0.5835899123895205,0.7403408304650736,1
108,-0.29171820651337227,0.14206166158131325,0.6644030251821786,1
109,0.8973547893152589,-0.3837286642054182,-0.6324844388967606,0
110,0.17793087316760395,0.020798427339125493,-0.624862477568008,0
111,-0.5136797726388771,0.20785581061901248,0.6444953691564206,1
112,0.028231314384820932,-0.2560204354473586,-0.7881197840319575,0
113,-0.39227820425039955,0.36360091845372794,0.6549260397437555,1
114,-0.014097603296587007,0.6135831485946086,0.40318658684608766,1
115,0.3107983830131024,-0.334670691664602,-0.6582674654510363,0
116,0.43967591341232404,-0.2166500246845937,-0.8421379521714042,0
117,0.24653720087200276,-0.08780065060725953,-0.7401838911845963,0
118,-0.1908361046628936,0.523248841816638,0.4257481817578294,1
119,0.014586197145738916,0.17262695237837608,0.5140046621833326,1
120,0.21163633869647397,-0.20962545546174888,-0.5745950952270976,0
121,0.138668709974585,-0.36026376858341796,-0.6148934629939641,0
122,-0.34292988960364545,0.43294154237277194,0.44173334635439615,1
123,0.3633423580863322,-0.1355234172060654,-0.8217461471422631,0
124,0.4885970865004432,-0.04253196556575187,-0.576659620963557,0
125,0.6008107340460959,-0.2641086855080738,-0.5389644662609321,0
126,0.00362958567449383,0.4383076573642421,0.7180750850565856,1
127,-0.3926742192292808,0.7443335123014119,0.5556244579701439,1
128,0.32833257249573533,-0.39284283221463273,-0.4522958182284408,0
129,-0.18839825998381915,0.34649173454573023,0.6039608301457996,1
130,-0.3818202458442136,0.4518594566713758,0.6316922478413504,1
131,0.31491311826991114,0.09734343408497179,-0.6367625270021774,0
132,0.30775596579619763,-0.41485149920619124,-0.6396455649506059,0
133,0.08654853996516076,0.7161379291393329,0.5503622996308917,1
134,-0.21984778874381344,0.38738375594800684,0.34189204115421007,1
135,-0.2605958722116575,0.5598768671938738,0.414251607976737,1
136,0.12961051730307255,0.4878313466171012,0.6830180750054581,1
137,-0.550118988872987,0.09312981558034772,0.6934670458269881,1
138,0.08625204712840878,-0.0523922228378676,-0.7002784939655604,0
139,-0.08784496306263377,-0.45506353581122716,-0.7968938923056846,0
140,-0.8806916657430455,0.421643694095155,0.5603051564786364,1
141,-0.11011225243333983,-0.3167777500903207,-0.7995378222892042,0
142,-0.3001221165291366,0.31067545707971334,0.6507334753728344,1
143,0.01769417027094982,-0.5558848266821635,-0.7573046310336874,0
144,-0.38833980605033297,0.5000494230413531,0.5394222259094532,1
145,0.604370263394808,-0.46255347765565835,-0.8492560674876677,0
146,0.19996187902908896,-0.3148927180106621,-0.4421697412965641,0
147,-0.4186361765148214,-0.24488354689974368,-0.5758562065952538,0
148,-0.4151779138467796,0.43331159687170323,0.5413381195379027,1
149,-0.3452666783909224,0.6269261987565702,0.73450585700857,1
150,-0.010200208412341958,0.5124879715832791,0.5771867501042744,1
151,0.4984826617848098,-0.5977336632426311,-0.7383236698572295,0
152,-0.1585571445561615,0.5910943758268649,0.5251632143506674,1
153,-0.5235483774454983,0.3319752161272033,0.32737289809700193,1
154,0.5439624162023243,-0.23135535847134964,-0.6263970970460403,0
155,-0.6079677040458077,0.22234262821372855,0.5608227054732418,1
156,0.24063181933670663,-0.6490406837255075,-0.7743815032721411,0
157,-0.17163762581950445,0.38834581114549993,0.6596372708806477,1
158,-0.3230538465370621,-0.20748943147574966,-0.6182221518985593,0
159,-0.3103000214515991,-0.6441093940250376,-0.5887151757748019,0
160,-0.06124431933970814,-0.34945770592910863,-0.8343244676862045,0
161,-0.3245754875345163,0.4597604052910868,0.5984516141020254,1
162,-0.16958741725800786,0.5410359251573538,0.4082690559713559,1
163,0.3701263776571826,-0.1729101857094723,-0.3898326845621333,0
164,-0.1473815232320228,0.4803284318555066,0.6318628839717016,1
165,0.4291270513722441,0.5072513679915348,0.7090210715765815,1
166,-0.27956865344883736,-0.5639067316340204,-0.6130532440114091,0
167,0.3917340557697756,-1.0,-0.6468732704830596,0
168,-0.16669461035391356,0.36028673129188316,0.5243083464421474,1
169,0.3281013507422067,-0.4598839375633278,-0.611587026758625,0
170,0.4462578482239232,-0.5643966287997721,-0.5458579599899501,0
171,0.3577820755933889,-0.3164227176202081,-0.7780132879848684,0
172,-0.4490325909604786,0.054160359186382664,0.31386840025084045,1
173,-1.0,0.5464391135811599,0.43633147468910205,1
174,-0.4095307569630478,-0.4286960346810727,-0.8926410851897266,0
175,0.20493814105916486,-0.1175046256603087,-0.6268047433350965,0
176,0.41165992915917127,-0.3551319075460592,-0.685457383565855,0
177,-0.5118455328741884,0.3615055912298253,0.5211092665106897,1
178,-0.4048787517784855,0.441332952530485,0.531691567569236,1
179,-0.566638034582245,0.5568325513766696,0.7027036495984179,1
180,-0.10363028503144467,-0.21345083411048416,-0.814935662951308,0
181,-0.6982729411641454,0.6662194178587053,0.6357435228391071,1
182,0.3793946083420148,0.30665527571251683,0.5946628089756336,1
183,0.21999247368754243,-0.395342867328732,-0.8623449152567961,0
184,-0.01922861029514312,0.03531818345336266,0.5017213414069259,1
185,-0.7321285743371597,0.526616481981126,0.6583717924225223,1
186,0.3217950600554582,-0.2756018343751952,-0.809006121639757,0
187,-0.16251984774186917,-0.30624210612416664,-0.4568420630529794,0
188,-0.22350721443452917,0.4708502073673397,0.49036917509280964,1
189,0.15122658721572554,-0.29856639862767403,-0.3522743957966291,0
190,-0.059338143941790336,-0.32998046591795416,-0.6024731942142147,0
191,0.32732322398984787,-0.41218282116301297,-0.43813293134468423,0
192,0.28614267967643114,-0.20610045808826377,-0.8063569781943812,0
193,0.5172611837209132,-0.6028052862897618,-0.6642250921912699,0
194,-0.22530310933461276,0.2635464757242577,0.5098085470433609,1
195,-0.7011303074052478,0.21949404062505987,0.6067853609684641,1
196,0.46681174428857275,-0.16439362987265996,-0.5684119900536034,0
197,0.09746806438182833,-0.3090521809014967,-0.7471614136536864,0
198,0.4174342785512863,0.04145142524579698,-0.6610682917996504,0
199,0.18167590168555703,-0.25147042716634566,-0.4772283038138861,0
