,x,y,label
127,-0.10753084,0.648235745,0
128,0.425682145,-0.820029349,1
129,0.244506755,0.097882173,0
130,0.294937174,0.19175544,0
131,-0.391200093,0.20927949,0
132,0.110129639,0.705788009,0
133,-0.204138114,0.317913084,0
134,0.579413869,0.61068232,0
135,-0.48520204,-0.497291126,1
136,0.214021516,-0.386832587,1
137,0.276980427,0.167460189,0
138,-0.723332262,0.734884266,0
139,0.288515039,0.19246209,0
140,-0.257504865,-0.671907047,1
141,-0.364259272,-0.376058655,1
142,-0.162589659,0.764436749,0
143,0.009631434,-0.580729978,1
144,-0.150435824,0.066611336,0
145,-0.657470338,0.318572549,1
146,-0.376739373,0.216633038,0
147,0.095748862,-0.787138008,1
148,0.17608765,0.374827111,0
149,-0.319258448,-0.458454289,1
150,0.29697757,-0.348794729,1
151,-0.116211216,0.6417221,0
152,-0.40982182,0.726267418,0
153,0.321615169,-0.146050472,1
154,0.051021943,-0.676199458,1
155,0.410221023,-0.789980474,1
156,-0.041486085,0.633482785,0
157,0.096186821,-0.087802168,0
158,0.247022085,-0.688162289,1
159,0.16107033,-0.894973824,1
160,-0.154099302,0.7538579,0
161,0.26655827,-0.714512404,1
162,0.236207126,0.610495084,0
163,-0.200511687,-0.729668194,1
164,-0.490298784,0.534780407,0
165,-0.039900298,-0.635217888,1
166,-0.274332463,-0.636651496,1
167,0.05425682,-0.535426832,1
168,0.297670424,-0.999999999,1
169,-0.222254387,-0.493621866,1
170,-0.602487411,0.885868226,0
171,-0.2220819,-0.808757806,1
172,0.285777054,-0.331868121,1
173,0.253866999,0.272458102,0
174,-0.253663798,-0.203947973,1
175,-0.0218214,-0.464039362,1
176,0.061238911,-0.930197541,1
177,-0.326290751,-0.810995806,1
178,0.174390761,0.399888317,0
179,0.357563085,-0.708481596,1
180,-0.553881586,0.226196872,0
181,0.133853431,0.427527641,0
182,0.205593971,-0.502908603,1
183,-0.655906307,0.601152454,0
184,-0.331908246,0.601677825,0
185,0.166377343,-0.886537081,1
186,0.021512388,-0.397620712,1
187,-0.252468189,0.31724654,0
188,-0.256578022,0.71419669,0
189,-0.141202203,-0.007911034,1
190,0.447438729,0.693507038,0
191,0.489602501,0.689547518,0
192,0.181094677,1,0
193,0.533929601,-0.527817359,1
194,-0.283425802,-0.47582811,1
195,0.166172772,0.738750126,0
196,-0.305031674,0.171785674,0
197,0.018229661,-0.466810089,1
198,0.02002778,-0.089022186,1
199,0.102787126,-0.588103648,1
